TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,"English, IOC",SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
11589.02,hybrid,wwxpar1,White-winged x Yellow-chevroned Parakeet (hybrid),White-winged x Yellow-chevroned Parakeet (hybrid),Brotogeris versicolurus x chiriri,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.03,slash,y00483,White-winged/Yellow-chevroned Parakeet,White-winged/Yellow-chevroned Parakeet,Brotogeris versicolurus/chiriri,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.04,species,gycpar1,Gray-cheeked Parakeet,Grey-cheeked Parakeet,Brotogeris pyrrhoptera,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.05,species,orcpar,Orange-chinned Parakeet,Orange-chinned Parakeet,Brotogeris jugularis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.08,species,cowpar1,Cobalt-winged Parakeet,Cobalt-winged Parakeet,Brotogeris cyanoptera,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.12,species,gowpar2,Golden-winged Parakeet,Golden-winged Parakeet,Brotogeris chrysoptera,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.18,spuh,brotog1,Brotogeris sp.,Brotogeris sp.,Brotogeris sp.,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.19,species,recpar3,Pileated Parrot,Pileated Parrot,Pionopsitta pileata,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.2,species,blbpar4,Blue-bellied Parrot,Blue-bellied Parrot,Triclaria malachitacea,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.21,species,rufpar2,Rusty-faced Parrot,Rusty-faced Parrot,Hapalopsittaca amazonina,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.25,species,inwpar1,Indigo-winged Parrot,Fuertes's Parrot,Hapalopsittaca fuertesi,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.26,species,refpar2,Red-faced Parrot,Red-faced Parrot,Hapalopsittaca pyrrhops,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.27,species,blwpar1,Black-winged Parrot,Black-winged Parrot,Hapalopsittaca melanotis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.3,species,brhpar1,Brown-hooded Parrot,Brown-hooded Parrot,Pyrilia haematotis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.33,species,rofpar2,Rose-faced Parrot,Rose-faced Parrot,Pyrilia pulchra,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.34,species,sahpar1,Saffron-headed Parrot,Saffron-headed Parrot,Pyrilia pyrilia,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.35,species,orcpar2,Orange-cheeked Parrot,Orange-cheeked Parrot,Pyrilia barrabandi,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.38,species,caipar2,Caica Parrot,Caica Parrot,Pyrilia caica,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.39,species,balpar1,Bald Parrot,Bald Parrot,Pyrilia aurantiocephala,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.4,species,vulpar1,Vulturine Parrot,Vulturine Parrot,Pyrilia vulturina,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.405,spuh,pyrili1,Pyrilia sp.,Pyrilia sp.,Pyrilia sp.,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.41,species,duspar1,Dusky Parrot,Dusky Parrot,Pionus fuscus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.42,species,rebpar2,Red-billed Parrot,Red-billed Parrot,Pionus sordidus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.49,species,schpar1,Scaly-headed Parrot,Scaly-headed Parrot,Pionus maximiliani,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.54,species,spfpar1,Speckle-faced Parrot,White-capped/Plum-crowned Parrot,Pionus tumultuosus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.55,issf,spfpar2,Speckle-faced Parrot (White-capped),White-capped Parrot,Pionus tumultuosus seniloides,Psittaciformes,Psittacidae (New World and African Parrots),,spfpar1
11589.56,issf,spfpar3,Speckle-faced Parrot (Plum-crowned),Plum-crowned Parrot,Pionus tumultuosus tumultuosus,Psittaciformes,Psittacidae (New World and African Parrots),,spfpar1
11589.57,species,blhpar1,Blue-headed Parrot,Blue-headed Parrot,Pionus menstruus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.58,issf,buhpar1,Blue-headed Parrot (Blue-headed),Blue-headed Parrot (Blue-headed),Pionus menstruus menstruus/rubrigularis,Psittaciformes,Psittacidae (New World and African Parrots),,blhpar1
11589.61,issf,buhpar2,Blue-headed Parrot (Reichenow's),Blue-headed Parrot (Reichenow's),Pionus menstruus reichenowi,Psittaciformes,Psittacidae (New World and African Parrots),,blhpar1
11589.62,species,whcpar,White-crowned Parrot,White-crowned Parrot,Pionus senilis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.63,species,brwpar1,Bronze-winged Parrot,Bronze-winged Parrot,Pionus chalcopterus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.64,spuh,pionus1,Pionus sp.,Pionus sp.,Pionus sp.,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.65,species,shtpar2,Short-tailed Parrot,Short-tailed Parrot,Graydidascalus brachyurus,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.66,species,yefpar5,Yellow-faced Parrot,Yellow-faced Parrot,Alipiopsitta xanthops,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.67,species,fespar1,Festive Parrot,Festive Amazon,Amazona festiva,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.7,species,vinpar1,Vinaceous-breasted Parrot,Vinaceous-breasted Amazon,Amazona vinacea,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.71,species,tucpar1,Tucuman Parrot,Tucuman Amazon,Amazona tucumana,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.72,species,respar2,Red-spectacled Parrot,Red-spectacled Amazon,Amazona pretrei,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.73,species,recpar,Red-crowned Parrot,Red-crowned Amazon,Amazona viridigenalis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.74,species,licpar,Lilac-crowned Parrot,Lilac-crowned Amazon,Amazona finschi,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.75,species,relpar,Red-lored Parrot,Red-lored/Diademed Amazon,Amazona autumnalis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.76,issf,relpar2,Red-lored Parrot (Yellow-cheeked),Red-lored Amazon (Yellow-cheeked),Amazona autumnalis autumnalis,Psittaciformes,Psittacidae (New World and African Parrots),,relpar
11589.77,issf,relpar3,Red-lored Parrot (Salvin's),Red-lored Amazon (Salvin's),Amazona autumnalis lilacina/salvini,Psittaciformes,Psittacidae (New World and African Parrots),,relpar
11589.8,issf,relpar4,Red-lored Parrot (Diademed),Diademed Amazon,Amazona autumnalis diadema,Psittaciformes,Psittacidae (New World and African Parrots),,relpar
11589.805,hybrid,x00857,Red-crowned x Red-lored Parrot (hybrid),Red-crowned x Red-lored Parrot (hybrid),Amazona viridigenalis x autumnalis,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.81,species,blcpar2,Blue-cheeked Parrot,Blue-cheeked Amazon,Amazona dufresniana,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.82,species,rebpar7,Red-browed Parrot,Red-browed Amazon,Amazona rhodocorytha,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.83,species,renpar1,Red-necked Parrot,Red-necked Amazon,Amazona arausiaca,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.84,species,stlpar1,St. Lucia Parrot,St. Lucia Amazon,Amazona versicolor,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.85,species,yenpar1,Yellow-naped Parrot,Yellow-naped Amazon,Amazona auropalliata,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.89,species,yehpar,Yellow-headed Parrot,Yellow-headed/Tres Marias Amazon,Amazona oratrix,Psittaciformes,Psittacidae (New World and African Parrots),,
11589.9,issf,yehpar2,Yellow-headed Parrot (Tres Marias Is.),Tres Marias Amazon,Amazona oratrix tresmariae,Psittaciformes,Psittacidae (New World and African Parrots),,yehpar
11589.91,issf,yehpar1,Yellow-headed Parrot (Mainland),Yellow-headed Amazon,Amazona oratrix [oratrix Group],Psittaciformes,Psittacidae (New World and African Parrots),,yehpar
11589.95,species,ywcpar,Yellow-crowned Parrot,Yellow-crowned Amazon,Amazona ochrocephala,Psittaciformes,Psittacidae (New World and African Parrots),,
11590,species,yespar1,Yellow-shouldered Parrot,Yellow-shouldered Amazon,Amazona barbadensis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.01,species,bufpar,Turquoise-fronted Parrot,Turquoise-fronted Amazon,Amazona aestiva,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.04,species,blbpar1,Black-billed Parrot,Black-billed Amazon,Amazona agilis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.05,species,whfpar1,White-fronted Parrot,White-fronted Amazon,Amazona albifrons,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.09,species,yelpar1,Yellow-lored Parrot,Yucatan Amazon,Amazona xantholora,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.1,species,yebpar1,Yellow-billed Parrot,Yellow-billed Amazon,Amazona collaria,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.105,slash,y00876,Black-billed/Yellow-billed Parrot,Black-billed/Yellow-billed Amazon,Amazona agilis/collaria,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.11,species,cubpar1,Cuban Parrot,Cuban Amazon,Amazona leucocephala,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.12,issf,cubpar3,Cuban Parrot (Cuban),Cuban Amazon (Cuban),Amazona leucocephala leucocephala,Psittaciformes,Psittacidae (New World and African Parrots),,cubpar1
11590.13,issf,cubpar4,Cuban Parrot (Bahamas),Cuban Amazon (Bahamas),Amazona leucocephala bahamensis,Psittaciformes,Psittacidae (New World and African Parrots),,cubpar1
11590.14,issf,cubpar5,Cuban Parrot (Cayman Is.),Cuban Amazon (Cayman Is.),Amazona leucocephala caymanensis/hesterna,Psittaciformes,Psittacidae (New World and African Parrots),,cubpar1
11590.17,species,hispar1,Hispaniolan Parrot,Hispaniolan Amazon,Amazona ventralis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.18,species,purpar1,Puerto Rican Parrot,Puerto Rican Amazon,Amazona vittata,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.21,species,meapar,Mealy Parrot,Northern/Southern Mealy Amazon,Amazona farinosa,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.25,species,kawpar1,Kawall's Parrot,Kawall's Amazon,Amazona kawalli,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.26,species,imppar1,Imperial Parrot,Imperial Amazon,Amazona imperialis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.27,species,retpar1,Red-tailed Parrot,Red-tailed Amazon,Amazona brasiliensis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.28,species,stvpar1,St. Vincent Parrot,St. Vincent Amazon,Amazona guildingii,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.29,species,orwpar,Orange-winged Parrot,Orange-winged Amazon,Amazona amazonica,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.32,species,scnpar1,Scaly-naped Parrot,Scaly-naped Amazon,Amazona mercenarius,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.35,spuh,amazon,Amazona sp.,Amazona sp.,Amazona sp.,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.36,species,grrpar1,Green-rumped Parrotlet,Green-rumped Parrotlet,Forpus passerinus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.42,species,blwpar4,Blue-winged Parrotlet,Turquoise-winged/Large-billed/Blue-winged Parrotlet,Forpus xanthopterygius,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.44,issf,buwpar1,Blue-winged Parrotlet (Turquoise-winged),Turquoise-winged Parrotlet,Forpus xanthopterygius spengeli,Psittaciformes,Psittacidae (New World and African Parrots),,blwpar4
11590.46,issf,buwpar2,Blue-winged Parrotlet (crassirostris),Large-billed Parrotlet,Forpus xanthopterygius crassirostris,Psittaciformes,Psittacidae (New World and African Parrots),,blwpar4
11590.47,issf,buwpar3,Blue-winged Parrotlet (Blue-winged),Blue-winged Parrotlet,Forpus xanthopterygius xanthopterygius,Psittaciformes,Psittacidae (New World and African Parrots),,blwpar4
11590.48,species,mexpar1,Mexican Parrotlet,Mexican Parrotlet,Forpus cyanopygius,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.49,issf,mexpar2,Mexican Parrotlet (Mexican),Mexican Parrotlet (Mexican),Forpus cyanopygius cyanopygius,Psittaciformes,Psittacidae (New World and African Parrots),,mexpar1
11590.5,issf,mexpar3,Mexican Parrotlet (Tres Marias),Mexican Parrotlet (Tres Marias),Forpus cyanopygius insularis,Psittaciformes,Psittacidae (New World and African Parrots),,mexpar1
11590.51,species,spepar1,Spectacled Parrotlet,Spectacled Parrotlet,Forpus conspicillatus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.55,species,dubpar1,Dusky-billed Parrotlet,Dusky-billed Parrotlet,Forpus modestus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.56,issf,dubpar2,Dusky-billed Parrotlet (Schomburgk's),Dusky-billed Parrotlet (Schomburgk's),Forpus modestus modestus,Psittaciformes,Psittacidae (New World and African Parrots),,dubpar1
11590.57,issf,dubpar3,Dusky-billed Parrotlet (Dusky-billed),Dusky-billed Parrotlet (Dusky-billed),Forpus modestus sclateri,Psittaciformes,Psittacidae (New World and African Parrots),,dubpar1
11590.58,species,pacpar2,Pacific Parrotlet,Pacific Parrotlet,Forpus coelestis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.59,species,yefpar2,Yellow-faced Parrotlet,Yellow-faced Parrotlet,Forpus xanthops,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.6,spuh,forpus1,Forpus sp.,Forpus sp.,Forpus sp.,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.61,species,blhpar4,Black-headed Parrot,Black-headed Parrot,Pionites melanocephalus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.64,species,whbpar1,White-bellied Parrot,White-bellied Parrot,Pionites leucogaster,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.68,species,refpar3,Red-fan Parrot,Red-fan Parrot,Deroptyus accipitrinus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.71,species,bltpar2,Ochre-marked Parakeet,Ochre-marked Parakeet,Pyrrhura cruentata,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.72,species,blwpar2,Blaze-winged Parakeet,Blaze-winged Parakeet,Pyrrhura devillei,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.73,species,mabpar,Maroon-bellied Parakeet,Maroon-bellied Parakeet,Pyrrhura frontalis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.74,issf,mabpar2,Maroon-bellied Parakeet (Maroon-tailed),Maroon-bellied Parakeet (Maroon-tailed),Pyrrhura frontalis frontalis,Psittaciformes,Psittacidae (New World and African Parrots),,mabpar
11590.75,issf,mabpar1,Maroon-bellied Parakeet (Green-tailed),Maroon-bellied Parakeet (Green-tailed),Pyrrhura frontalis chiripepe,Psittaciformes,Psittacidae (New World and African Parrots),,mabpar
11590.76,species,peapar1,Pearly Parakeet,Pearly Parakeet,Pyrrhura lepida,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.77,issf,peapar2,Pearly Parakeet (lepida),Pearly Parakeet (lepida),Pyrrhura lepida lepida,Psittaciformes,Psittacidae (New World and African Parrots),,peapar1
11590.78,issf,peapar3,Pearly Parakeet (anerythra),Pearly Parakeet (anerythra),Pyrrhura lepida anerythra,Psittaciformes,Psittacidae (New World and African Parrots),,peapar1
11590.79,issf,peapar4,Pearly Parakeet (coerulescens),Pearly Parakeet (coerulescens),Pyrrhura lepida coerulescens,Psittaciformes,Psittacidae (New World and African Parrots),,peapar1
11590.8,species,crbpar1,Crimson-bellied Parakeet,Crimson-bellied Parakeet,Pyrrhura perlata,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.81,species,gncpar,Green-cheeked Parakeet,Green-cheeked Parakeet,Pyrrhura molinae,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.87,species,pfrpar1,Pfrimer's Parakeet,Pfrimer's Parakeet,Pyrrhura pfrimeri,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.88,species,gybpar1,Gray-breasted Parakeet,Grey-breasted Parakeet,Pyrrhura griseipectus,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.89,species,mafpar3,Maroon-faced Parakeet,White-eared Parakeet,Pyrrhura leucotis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.9,slash,mafpar2,Gray-breasted/Maroon-faced Parakeet,Grey-breasted/White-eared Parakeet,Pyrrhura griseipectus/leucotis,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.91,species,paipar1,Painted Parakeet,Painted/Venezuelan Parakeet,Pyrrhura picta,Psittaciformes,Psittacidae (New World and African Parrots),,
11590.92,issf,paipar2,Painted Parakeet (Painted),Painted Parakeet (Painted),Pyrrhura picta picta,Psittaciformes,Psittacidae (New World and African Parrots),,paipar1
11590.93,issf,paipar6,Painted Parakeet (Venezuelan),Venezuelan Parakeet,Pyrrhura picta emma,Psittaciformes,Psittacidae (New World and African Parrots),,paipar1
11590.96,issf,paipar4,Painted Parakeet (Sinu),Painted Parakeet (Sinu),Pyrrhura picta subandina,Psittaciformes,Psittacidae (New World and African Parrots),,paipar1
11590.97,issf,paipar5,Painted Parakeet (Todd's),Painted Parakeet (Todd's),Pyrrhura picta caeruleiceps,Psittaciformes,Psittacidae (New World and African Parrots),,paipar1
11590.98,issf,paipar3,Painted Parakeet (Azuero),Painted Parakeet (Azuero),Pyrrhura picta eisenmanni,Psittaciformes,Psittacidae (New World and African Parrots),,paipar1
11590.99,species,sanpar2,Santarem Parakeet,Santarem Parakeet,Pyrrhura amazonum,Psittaciformes,Psittacidae (New World and African Parrots),,
11591,issf,sanpar3,Santarem Parakeet (Santarem),Santarem Parakeet (Santarem),Pyrrhura amazonum amazonum,Psittaciformes,Psittacidae (New World and African Parrots),,sanpar2
11591.01,issf,sanpar4,Santarem Parakeet (Madeira),Santarem Parakeet (Madeira),Pyrrhura amazonum snethlageae,Psittaciformes,Psittacidae (New World and African Parrots),,sanpar2
11591.02,issf,sanpar5,Santarem Parakeet (Cristalino),Santarem Parakeet (Cristalino),Pyrrhura amazonum lucida,Psittaciformes,Psittacidae (New World and African Parrots),,sanpar2
11591.03,species,bonpar1,Bonaparte's Parakeet,Bonaparte's Parakeet,Pyrrhura lucianii,Psittaciformes,Psittacidae (New World and African Parrots),,
